0.0784,0.0223,0.0561
0.0872,0.0200,0.0672
0.0781,0.0243,0.0538
0.0864,0.0186,0.0678
0.0860,0.0269,0.0591
0.0832,0.0164,0.0668
0.0680,0.0247,0.0432
0.0853,0.0136,0.0716
0.0926,0.0338,0.0588
0.0922,0.0097,0.0824
0.0910,0.0272,0.0638
0.0590,0.0204,0.0385
0.0715,0.0139,0.0575
0.0826,0.0250,0.0576
0.0787,0.0205,0.0582
0.0669,0.0146,0.0523
0.0720,0.0209,0.0511
0.0646,0.0217,0.0429
0.0740,0.0139,0.0600
0.0706,0.0273,0.0433
0.0774,0.0136,0.0637
0.0724,0.0226,0.0499
0.0501,0.0118,0.0382
0.0623,0.0138,0.0485
0.0575,0.0161,0.0414
0.0664,0.0138,0.0526
0.0706,0.0183,0.0523
0.0654,0.0155,0.0499
0.0683,0.0235,0.0449
0.0646,0.0115,0.0532
0.0620,0.0250,0.0371
0.0566,0.0098,0.0468
0.0624,0.0164,0.0460
0.0525,0.0161,0.0364
0.0650,0.0133,0.0517
0.0561,0.0186,0.0375
0.0534,0.0156,0.0377
0.0689,0.0091,0.0598
0.0568,0.0220,0.0348
0.0593,0.0118,0.0475
0.0642,0.0144,0.0499
0.0637,0.0179,0.0457
0.0574,0.0119,0.0455
0.0675,0.0192,0.0483
0.0454,0.0116,0.0338
0.0622,0.0111,0.0511
0.0736,0.0336,0.0400
0.0852,0.0037,0.0815
0.0545,0.0215,0.0330
0.0651,0.0312,0.0340
0.0772,0.0043,0.0729
0.0471,0.0153,0.0317
0.0727,0.0359,0.0369
0.0835,0.0027,0.0809
0.0536,0.0166,0.0371
0.0770,0.0366,0.0404
0.0853,0.0022,0.0830
0.0594,0.0143,0.0452
0.1119,0.0705,0.0414
0.1829,0.0022,0.1807
0.3124,0.2836,0.0288
1.7785,0.0194,1.7591
4.2445,4.2005,0.0440
1.4062,1.1683,0.2378
2.7990,0.1575,2.6416
3.6752,0.2715,3.4037
2.8733,1.0390,1.8343
2.4789,1.3101,1.1688
1.8873,0.9594,0.9279
1.4097,0.4890,0.9206
0.9623,0.1908,0.7714
0.7469,0.0810,0.6659
0.7194,0.0762,0.6432
1.1222,0.1202,1.0020
0.5521,0.2179,0.3343
0.7512,0.3956,0.3556
0.7491,0.3981,0.3510
0.6187,0.2559,0.3628
0.4678,0.1334,0.3343
0.4596,0.0914,0.3682
0.4453,0.0863,0.3590
0.4496,0.0910,0.3586
0.3896,0.0894,0.3002
0.3633,0.0786,0.2846
0.3232,0.0715,0.2517
0.3226,0.0659,0.2567
0.2828,0.0609,0.2220
0.2797,0.0587,0.2210
0.2578,0.0581,0.1996
0.2475,0.0594,0.1882
0.2215,0.0576,0.1639
0.2060,0.0561,0.1499
0.2233,0.0554,0.1679
0.1945,0.0519,0.1425
0.1924,0.0497,0.1428
0.1775,0.0469,0.1306
0.1815,0.0454,0.1362
0.1763,0.0436,0.1327
0.1757,0.0444,0.1313
0.1730,0.0424,0.1306
0.1694,0.0424,0.1270
0.1757,0.0420,0.1337
0.1658,0.0424,0.1234
0.1439,0.0393,0.1046
0.1482,0.0398,0.1084
0.1506,0.0378,0.1128
0.1382,0.0386,0.0996
0.1448,0.0380,0.1068
0.1287,0.0359,0.0928
0.1435,0.0353,0.1082
0.1255,0.0345,0.0910
0.1261,0.0330,0.0931
0.1417,0.0321,0.1096
0.1115,0.0318,0.0797
0.1280,0.0316,0.0964
0.1178,0.0325,0.0852
0.1179,0.0321,0.0858
0.1129,0.0313,0.0816
0.1207,0.0299,0.0908
0.1236,0.0286,0.0950
0.1240,0.0287,0.0954
0.1112,0.0280,0.0832
0.1094,0.0281,0.0813
0.1090,0.0283,0.0807
0.1084,0.0285,0.0799
0.1125,0.0296,0.0829
0.0851,0.0268,0.0583
0.0990,0.0264,0.0726
0.0946,0.0256,0.0690
0.0940,0.0250,0.0690
0.0848,0.0236,0.0612
0.1088,0.0236,0.0852
0.0962,0.0235,0.0727
0.0844,0.0237,0.0606
0.0996,0.0241,0.0755
0.0978,0.0236,0.0741
0.1118,0.0243,0.0875
0.0965,0.0253,0.0711
0.0921,0.0249,0.0672
0.0947,0.0250,0.0697
0.0832,0.0251,0.0581
0.0956,0.0222,0.0734
0.0751,0.0222,0.0528
0.0810,0.0209,0.0601
0.0805,0.0198,0.0607
0.0770,0.0199,0.0570
0.0888,0.0206,0.0682
0.0856,0.0216,0.0641
0.0957,0.0229,0.0728
0.0820,0.0217,0.0603
0.0789,0.0207,0.0583
0.0775,0.0201,0.0574
0.0780,0.0195,0.0586
0.0819,0.0187,0.0632
0.0766,0.0194,0.0572
0.0803,0.0187,0.0616
0.0807,0.0190,0.0617
0.0763,0.0207,0.0556
0.0815,0.0208,0.0607
0.0770,0.0202,0.0567
0.0701,0.0205,0.0497
0.0662,0.0185,0.0477
0.0813,0.0177,0.0636
0.0642,0.0170,0.0473
0.0730,0.0168,0.0562
0.0638,0.0165,0.0473
0.0792,0.0177,0.0615
0.0782,0.0176,0.0607
0.0749,0.0196,0.0553
0.0717,0.0202,0.0514
0.0702,0.0209,0.0493
0.0680,0.0188,0.0491
0.0768,0.0182,0.0587
0.0681,0.0167,0.0514
0.0592,0.0163,0.0429
0.0671,0.0162,0.0509
0.0686,0.0158,0.0528
0.0688,0.0155,0.0532
0.0574,0.0155,0.0419
0.0802,0.0157,0.0645
0.0751,0.0168,0.0584
0.0568,0.0178,0.0391
0.0657,0.0174,0.0483
0.0616,0.0164,0.0452
0.0582,0.0165,0.0417
0.0560,0.0152,0.0408
0.0652,0.0146,0.0506
0.0567,0.0142,0.0425
0.0705,0.0148,0.0557
0.0560,0.0157,0.0403
0.0652,0.0160,0.0492
0.0648,0.0159,0.0488
0.0660,0.0158,0.0503
0.0490,0.0136,0.0354
0.0583,0.0137,0.0446
0.0577,0.0142,0.0434
0.0542,0.0143,0.0399
0.0547,0.0139,0.0409
0.0580,0.0135,0.0444
0.0657,0.0139,0.0518
0.0529,0.0144,0.0385
0.0643,0.0153,0.0490
0.0581,0.0142,0.0439
0.0616,0.0148,0.0468
0.0585,0.0151,0.0434
0.0581,0.0154,0.0427
0.0549,0.0156,0.0394
0.0671,0.0155,0.0516
0.0572,0.0153,0.0419
0.0473,0.0139,0.0334
0.0525,0.0147,0.0378
0.0556,0.0136,0.0420
0.0544,0.0123,0.0421
0.0600,0.0126,0.0474
0.0470,0.0121,0.0349
0.0591,0.0124,0.0466
0.0690,0.0116,0.0575
0.0561,0.0127,0.0435
0.0602,0.0143,0.0459
0.0519,0.0146,0.0373
0.0536,0.0135,0.0402
0.0499,0.0142,0.0357
0.0459,0.0132,0.0326
0.0488,0.0126,0.0363
0.0541,0.0122,0.0419
0.0506,0.0125,0.0381
0.0515,0.0131,0.0384
0.0585,0.0129,0.0456
0.0433,0.0136,0.0297
0.0551,0.0137,0.0415
0.0542,0.0126,0.0416
0.0549,0.0126,0.0423
0.0525,0.0121,0.0404
0.0441,0.0136,0.0304
0.0438,0.0131,0.0307
0.0535,0.0130,0.0405
0.0565,0.0123,0.0442
0.0447,0.0110,0.0337
0.0480,0.0111,0.0370
0.0503,0.0110,0.0393
0.0497,0.0112,0.0385
0.0470,0.0111,0.0358
0.0486,0.0116,0.0370
0.0483,0.0123,0.0360
0.0500,0.0129,0.0371
0.0467,0.0123,0.0344
0.0480,0.0122,0.0358
0.0475,0.0115,0.0359
0.0434,0.0114,0.0321
0.0496,0.0109,0.0387
0.0447,0.0106,0.0342
0.0357,0.0108,0.0249
0.0455,0.0098,0.0357
0.0507,0.0100,0.0407
0.0508,0.0106,0.0402
0.0448,0.0122,0.0325
0.0414,0.0128,0.0285
0.0375,0.0127,0.0248
0.0423,0.0110,0.0312
0.0437,0.0106,0.0331
0.0484,0.0108,0.0376
0.0445,0.0100,0.0346
0.0493,0.0100,0.0393
0.0390,0.0099,0.0292
0.0382,0.0102,0.0280
0.0457,0.0105,0.0351
0.0342,0.0109,0.0234
0.0450,0.0104,0.0346
0.0407,0.0101,0.0306
0.0466,0.0098,0.0368
0.0503,0.0101,0.0403
0.0397,0.0096,0.0301
0.0403,0.0101,0.0302
0.0490,0.0104,0.0386
0.0448,0.0113,0.0335
0.0421,0.0106,0.0315
0.0400,0.0113,0.0287
0.0367,0.0101,0.0266
0.0463,0.0109,0.0354
0.0423,0.0108,0.0315
0.0340,0.0107,0.0233
0.0366,0.0108,0.0258
0.0374,0.0104,0.0271
0.0402,0.0091,0.0310
0.0474,0.0102,0.0372
0.0353,0.0094,0.0259
0.0398,0.0100,0.0298
0.0430,0.0096,0.0334
0.0369,0.0089,0.0280
0.0508,0.0094,0.0415
0.0388,0.0089,0.0298
0.0392,0.0094,0.0298
0.0433,0.0098,0.0336
0.0423,0.0092,0.0331
0.0460,0.0093,0.0367
0.0390,0.0105,0.0284
0.0364,0.0099,0.0265
0.0360,0.0088,0.0272
0.0351,0.0092,0.0259
0.0302,0.0079,0.0223
0.0428,0.0089,0.0339
0.0378,0.0085,0.0292
0.0399,0.0093,0.0306
0.0388,0.0093,0.0296
0.0384,0.0099,0.0285
0.0687,0.0091,0.0596
0.0372,0.0095,0.0277
0.0388,0.0092,0.0295
0.0430,0.0090,0.0340
0.0473,0.0095,0.0378
0.0379,0.0091,0.0288
0.0324,0.0099,0.0225
0.0314,0.0096,0.0218
0.0461,0.0091,0.0370
0.0373,0.0101,0.0273
0.0312,0.0086,0.0225
0.0407,0.0095,0.0313
0.0364,0.0087,0.0278
0.0367,0.0078,0.0289
0.0330,0.0073,0.0257
0.0280,0.0071,0.0210
0.0470,0.0070,0.0401
0.0377,0.0078,0.0299
0.0465,0.0079,0.0386
0.0339,0.0086,0.0252
0.0400,0.0099,0.0300
0.0386,0.0105,0.0281
0.0380,0.0092,0.0288
0.0370,0.0087,0.0284
0.0416,0.0087,0.0330
0.0420,0.0086,0.0334
0.0346,0.0098,0.0248
0.0382,0.0091,0.0291
0.0371,0.0104,0.0267
0.0475,0.0099,0.0376
0.0354,0.0106,0.0247
0.0329,0.0095,0.0234
0.0363,0.0096,0.0266
0.0330,0.0076,0.0254
0.0383,0.0077,0.0306
0.0303,0.0072,0.0231
0.0302,0.0063,0.0238
0.0515,0.0062,0.0453
0.0304,0.0076,0.0228
0.0310,0.0082,0.0228
0.0302,0.0085,0.0217
0.0370,0.0090,0.0280
0.0311,0.0088,0.0223
0.0279,0.0074,0.0204
0.0365,0.0070,0.0295
0.0456,0.0071,0.0386
0.0369,0.0086,0.0283
0.0274,0.0086,0.0187
0.0336,0.0083,0.0253
0.0332,0.0089,0.0244
0.0285,0.0081,0.0205
0.0311,0.0080,0.0231
0.0339,0.0072,0.0267
0.0311,0.0070,0.0242
0.0222,0.0067,0.0155
0.0256,0.0066,0.0190
0.0313,0.0072,0.0241
0.0376,0.0073,0.0303
0.0238,0.0077,0.0161
0.0309,0.0083,0.0226
0.0302,0.0089,0.0213
0.0338,0.0080,0.0258
0.0293,0.0063,0.0230
0.0384,0.0063,0.0321
0.0398,0.0068,0.0330
0.0433,0.0073,0.0361
0.0278,0.0087,0.0191
0.0323,0.0088,0.0235
0.0383,0.0086,0.0297
