0.5071,0.0000,0.0000
0.4867,0.0000,0.0000
0.4636,0.0000,0.0000
0.4229,0.0000,0.0000
0.3899,0.0000,0.0000
0.3573,0.0000,0.0000
0.3222,0.0000,0.0000
0.2953,0.0000,0.0000
0.2688,0.0000,0.0000
0.2414,0.0000,0.0000
0.2194,0.0000,0.0000
0.1940,0.0000,0.0000
0.1750,0.0000,0.0000
0.1566,0.0000,0.0000
0.1425,0.0000,0.0000
0.1262,0.0000,0.0000
0.1149,0.0000,0.0000
0.1058,0.0000,0.0000
0.0937,0.0000,0.0000
0.0863,0.0000,0.0000
0.0810,0.0000,0.0000
0.0752,0.0000,0.0000
0.0696,0.0000,0.0000
0.0654,0.0000,0.0000
0.0607,0.0000,0.0000
0.0575,0.0000,0.0000
0.0543,0.0000,0.0000
0.0524,0.0000,0.0000
0.0490,0.0000,0.0000
0.0466,0.0000,0.0000
0.0447,0.0000,0.0000
0.0425,0.0000,0.0000
0.0418,0.0000,0.0000
0.0401,0.0000,0.0000
0.0388,0.0000,0.0000
0.0379,0.0000,0.0000
0.0362,0.0000,0.0000
0.0342,0.0000,0.0000
0.0337,0.0000,0.0000
0.0329,0.0000,0.0000
0.0311,0.0000,0.0000
0.0304,0.0000,0.0000
0.0289,0.0000,0.0000
0.0282,0.0000,0.0000
0.0274,0.0000,0.0000
0.0256,0.0000,0.0000
0.0256,0.0000,0.0000
0.0247,0.0000,0.0000
0.0246,0.0000,0.0000
0.0239,0.0000,0.0000
0.0233,0.0000,0.0000
0.0217,0.0000,0.0000
0.0207,0.0000,0.0000
0.0206,0.0000,0.0000
0.0205,0.0000,0.0000
0.0194,0.0000,0.0000
0.0200,0.0000,0.0000
0.0190,0.0000,0.0000
0.0192,0.0000,0.0000
0.0182,0.0000,0.0000
0.0174,0.0000,0.0000
0.0178,0.0000,0.0000
0.0174,0.0000,0.0000
0.0165,0.0000,0.0000
0.0158,0.0000,0.0000
0.0161,0.0000,0.0000
0.0155,0.0000,0.0000
0.0155,0.0000,0.0000
0.0152,0.0000,0.0000
0.0143,0.0000,0.0000
0.0143,0.0000,0.0000
0.0140,0.0000,0.0000
0.0139,0.0000,0.0000
0.0134,0.0000,0.0000
0.0130,0.0000,0.0000
0.0130,0.0000,0.0000
0.0132,0.0000,0.0000
0.0129,0.0000,0.0000
0.0121,0.0000,0.0000
0.0119,0.0000,0.0000
0.0117,0.0000,0.0000
0.0122,0.0000,0.0000
0.0109,0.0000,0.0000
0.0116,0.0000,0.0000
0.0114,0.0000,0.0000
0.0113,0.0000,0.0000
0.0108,0.0000,0.0000
0.0106,0.0000,0.0000
0.0110,0.0000,0.0000
0.0105,0.0000,0.0000
0.0101,0.0000,0.0000
0.0103,0.0000,0.0000
0.0100,0.0000,0.0000
0.0106,0.0000,0.0000
0.0101,0.0000,0.0000
0.0093,0.0000,0.0000
0.0093,0.0000,0.0000
0.0090,0.0000,0.0000
0.0089,0.0000,0.0000
0.0089,0.0000,0.0000
0.0087,0.0000,0.0000
0.0085,0.0000,0.0000
0.0087,0.0000,0.0000
0.0089,0.0000,0.0000
0.0086,0.0000,0.0000
0.0087,0.0000,0.0000
0.0080,0.0000,0.0000
0.0082,0.0000,0.0000
0.0083,0.0000,0.0000
0.0078,0.0000,0.0000
0.0082,0.0000,0.0000
0.0076,0.0000,0.0000
0.0074,0.0000,0.0000
0.0073,0.0000,0.0000
0.0072,0.0000,0.0000
0.0076,0.0000,0.0000
0.0070,0.0000,0.0000
0.0069,0.0000,0.0000
0.0074,0.0000,0.0000
0.0071,0.0000,0.0000
0.0069,0.0000,0.0000
0.0066,0.0000,0.0000
0.0068,0.0000,0.0000
0.0066,0.0000,0.0000
0.0068,0.0000,0.0000
0.0067,0.0000,0.0000
0.0063,0.0000,0.0000
0.0067,0.0000,0.0000
0.0066,0.0000,0.0000
0.0063,0.0000,0.0000
0.0064,0.0000,0.0000
0.0060,0.0000,0.0000
0.0065,0.0000,0.0000
0.0061,0.0000,0.0000
0.0059,0.0000,0.0000
0.0060,0.0000,0.0000
0.0058,0.0000,0.0000
0.0058,0.0000,0.0000
0.0056,0.0000,0.0000
0.0060,0.0000,0.0000
0.0055,0.0000,0.0000
0.0058,0.0000,0.0000
0.0053,0.0000,0.0000
0.0058,0.0000,0.0000
0.0058,0.0000,0.0000
0.0052,0.0000,0.0000
0.0056,0.0000,0.0000
0.0054,0.0000,0.0000
0.0054,0.0000,0.0000
0.0055,0.0000,0.0000
0.0054,0.0000,0.0000
0.0052,0.0000,0.0000
0.0053,0.0000,0.0000
0.0050,0.0000,0.0000
0.0054,0.0000,0.0000
0.0046,0.0000,0.0000
0.0049,0.0000,0.0000
